ENTITY,GROUPS,FAMILY,FAMILY_CS,CROSS_SECTION_MM,FIXATION,SPOOL_TYPE,RM,LME_PROJECTS,LME_SALES,BASIC_LME,UNIT_PRICE,MONTH,MONTH_NAME,QTY_KM,RC_KG,CC_KG,ES_MM,AV_INDEX,TOTAL_AMOUNT,ADDED_VALUE
COFICAB Maroc,LEMANN,FLR2X-A   ,2XA0035,35,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,11.274329999999997,10.73338,49.82042299999999,4,Apr,2091.379,6302.3675581632115,6483.2749,731.98265,31098.80573,104193.38643331698,1933.1
COFICAB Maroc,LEMANN,FLR2X-A   ,2XA0050,50,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,11.274329999999997,10.73338,68.24625509999998,4,Apr,1379.037,5830.561838152611,6164.295389999999,689.5185,24615.81045,94114.11089433868,2284.8
COFICAB Maroc,LEMANN,FLR2X-A   ,2XA0075,75,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,11.274329999999997,10.73338,99.56447079999998,4,Apr,135.596,858.2513024085761,916.62896,101.697,3166.1666,13500.543982596797,396.95000000000005
COFICAB Maroc,LEMANN,FLR2X-A   ,2XA0100,100,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,11.274329999999997,10.73338,129.49702359999998,4,Apr,316.4,2661.7906773541763,2822.288,316.4,9153.452,40972.85826703999,1388.6399999999999
COFICAB Maroc,LEMANN,FLR2X-A   ,2XA0150,150,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,11.274329999999997,10.73338,185.14018279999996,4,Apr,298.412,3659.166214846258,3927.10192,447.618,10972.609240000002,55248.05222971359,2316.51
COFICAB Maroc,LEMANN,FLR2X-A   ,2XA0250,250,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,11.274329999999997,10.73338,299.3994208,4,Apr,42.931,876.0708628611172,934.1785600000001,107.3275,2321.2791700000002,12853.516534364799,811.05
COFICAB Maroc,LEMANN,FLR2X-A T3,2XA0035,35,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,11.274329999999997,10.73338,49.82042299999999,4,Apr,468.944,1413.162058237789,1453.7264,164.1304,6973.197279999999,23362.988443311995,446.09999999999997
COFICAB Maroc,LEMANN,FLR2X-A T3,2XA0050,50,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,11.274329999999997,10.73338,68.24625509999998,4,Apr,45.711,193.26588930086282,204.32816999999997,22.8555,815.94135,3119.604566876099,71.4
COFICAB Maroc,LEMANN,FLR2X-A T3,2XA0075,75,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,11.274329999999997,10.73338,99.56447079999998,4,Apr,238.56199999999998,1509.9718812147462,1612.67912,178.9215,5570.4227,23752.299282989596,723.85
COFICAB Maroc,LEMANN,FLR2X-A T3,2XA0100,100,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,11.274329999999997,10.73338,129.49702359999998,4,Apr,131.411,1105.5264687161496,1172.18612,131.411,3801.72023,17017.333368299598,578.6
COFICAB Maroc,LEMANN,FLR2X-A T3,2XA0150,150,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,11.274329999999997,10.73338,185.14018279999996,4,Apr,78.329,960.480243564912,1030.80964,117.4935,2880.15733,14501.845378541197,588.32
COFICAB Maroc,LEMANN,FLR2X-A T3,2XA0250,250,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,11.274329999999997,10.73338,299.3994208,4,Apr,11.849,241.79645603506503,257.83424,29.622500000000002,640.67543,3547.5837370592,216.28
COFICAB Maroc,LEMANN,FLR2X-A T3,2XB0400,400,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,11.274329999999997,10.73338,498.4212819999999,4,Apr,1.7,55.99769590930111,60.17999999999999,6.8,168.827,847.3161793999998,99.31
COFICAB Maroc,LEMANN,FLR2X-A T4,2X4A0050,50,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,11.274329999999997,10.73338,73.44705199999999,4,Apr,75.27199999999999,318.2496558695839,331.1968,37.635999999999996,1794.48448,5528.506498143999,166.88
COFICAB Maroc,LEMANN,FLR2X-A T4,2X4A0075,75,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,11.274329999999997,10.73338,104.91057799999997,4,Apr,292.245,1849.757012540151,1928.817,219.18375,8913.4725,30659.591867609994,1128.5
COFICAB Maroc,LEMANN,FLR2X-A T4,2X4A0100,100,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,11.274329999999997,10.73338,137.86410399999997,4,Apr,5.028,42.29925260978761,44.2464,5.028,194.33219999999997,693.1807149119998,38.65
COFICAB Maroc,LEMANN,FLR2X-A T4,2X4A0150,150,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,11.274329999999997,10.73338,198.12142399999996,4,Apr,56.598,694.0119346000446,724.4544,84.89699999999999,3045.53838,11213.276355551998,645.72
COFICAB Maroc,LEMANN,FLR2X-B   ,2XB0250,250,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,11.274329999999997,10.73338,299.3994208,4,Apr,160.399,3264.5394803111453,3490.2822400000005,400.9975,8672.77393,48023.36769689919,2811.64
COFICAB Maroc,LEMANN,FLR2X-B   ,2XB0400,400,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,11.274329999999997,10.73338,498.4212819999999,4,Apr,33.12,1090.9668755976782,1172.4479999999999,132.48,3289.1472,16507.712859839998,1986.2
COFICAB Maroc,LEMANN,FLR2X-B   ,2XB0600,600,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,11.274329999999997,10.73338,749.5851599999999,4,Apr,53.47,2642.5292444671636,2780.44,320.82,8732.7204,40080.31850519999,6532.799999999999
COFICAB Maroc,LEMANN,FLR2X-B T3,2XB0250,250,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,11.274329999999997,10.73338,299.3994208,4,Apr,254.94,5188.696283084829,5547.4944000000005,637.35,13784.6058,76328.88833875199,4595.95
COFICAB Maroc,LEMANN,FLR2X-B T3,2XB0600,600,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,11.274329999999997,10.73338,749.5851599999999,4,Apr,21.775,1076.137540644707,1132.3,130.65,3556.2929999999997,16322.216858999996,2613.12
COFICAB Maroc,LEMANN,FLR2X-B T4,2X4B0250,250,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,11.274329999999997,10.73338,329.23322899999994,4,Apr,80.828,1645.061360199186,1721.6364,202.07,7200.96652,26611.263433611995,2316.34
COFICAB Maroc,LEMANN,FLR2X-B T4,2X4B0400,400,3M-1,PRODUCED,PE,LME Cash + Premium315$/T + 1% 3M-1 + Copper Surcharge 163€/T,11.274329999999997,10.73338,551.2687149999999,4,Apr,25.431,837.6925909820214,902.8005,101.724,3840.84393,14019.314691164998,2265.45
COFICAB Maroc,LEONI,50031105  ,50031105,35,M-1,PURCHASED,COFDATA,LME Cash M-1 + 315$,11.083999999999998,10.81386,211.16799999999998,4,Apr,1538.559,16082.777479683355,18462.708,538.49565,120253.77144,324894.426912,27903.12
COFICAB Maroc,LEONI,A2        ,A20035,35,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,43.00871999999999,4,Apr,6984.513,20114.568531460784,21512.300040000002,2444.57955,61952.63030999999,300394.9639533599,4736.58
COFICAB Maroc,LEONI,A2        ,A20050,50,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,58.989599999999996,4,Apr,1498.616,6323.854740994411,6593.910400000001,749.308,15315.855520000001,88402.75839359999,1676.0800000000002
COFICAB Maroc,LEONI,A2        ,A20075,75,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,85.56439999999998,4,Apr,1387.827,8755.435157513697,9159.6582,1040.87025,17222.93307,118748.58455879996,2333.08
COFICAB Maroc,LEONI,A2        ,A20100,100,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,112.3992,4,Apr,65.555,549.3956410420199,576.884,65.555,974.1473,7368.329556,178.32
COFICAB Maroc,LEONI,A2        ,A20150,150,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,166.77879999999996,4,Apr,255.194,3117.761391024981,3368.5607999999997,382.791,5223.82118,42560.94908719999,1248.6699999999998
COFICAB Maroc,LEONI,A2        ,A20250,250,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,274.638,4,Apr,590.651,12021.293827176343,12994.322,1476.6275,18186.14429,162215.209338,6373.53
COFICAB Maroc,LEONI,A2        ,A20400,400,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,437.8368,4,Apr,18.405,606.2574077709922,647.8560000000001,73.62,877.5504,8058.386304,572.16
COFICAB Maroc,LEONI,A2-2TBD   ,A2TBD1600,1600,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,1788.9439999999995,4,Apr,1.02,135.6384190708709,143.82,16.32,230.622,1824.7228799999996,452.2
COFICAB Maroc,LEONI,A3        ,A30035,35,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,45.38871999999999,4,Apr,14.014,40.35865684549393,43.16312,4.9049,157.6575,636.0775220799999,11.25
COFICAB Maroc,LEONI,A3        ,A30075,75,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,92.93439999999998,4,Apr,2460.067,15519.915019407495,16236.4422,1845.05025,48660.12526,228624.85060479995,6527.400000000001
COFICAB Maroc,LEONI,A3        ,A30100,100,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,121.13919999999999,4,Apr,212.135,1777.8360813431298,1866.7880000000002,212.135,5006.386,25697.864191999997,896.8000000000001
COFICAB Maroc,LEONI,A3        ,A30150,150,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,176.06879999999995,4,Apr,170.212,2079.5175509186893,2246.7983999999997,255.31799999999998,5065.509120000001,29969.022585599992,1190.4
COFICAB Maroc,LEONI,A3        ,A30250,250,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,287.318,4,Apr,174.01999999999998,3541.762482083713,3828.44,435.05,7564.649399999999,49999.07836,2695.14
COFICAB Maroc,LEONI,A3        ,A30600,600,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,706.4955999999999,4,Apr,28.168,1392.084603668432,1504.1712,169.008,3228.33448,19900.568060799997,2865.25
COFICAB Maroc,LEONI,A3A       ,A3A0050,50,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,65.1996,4,Apr,20.017,84.63178023091535,88.07480000000001,10.0085,328.87931,1305.1003932,32.86
COFICAB Maroc,LEONI,A3Z       ,A3ZP0035,35,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.083999999999998,10.81386,41.782,4,Apr,3359.951,9676.044519644885,10079.853000000001,1175.98285,28660.382029999997,140385.472682,2123.97
COFICAB Maroc,LEONI,A3Z       ,A3ZP0050,50,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.083999999999998,10.81386,59.1996,4,Apr,4539.738,19194.069589976945,19974.847200000004,2269.869,47349.46734,268750.67370479996,4860.38
COFICAB Maroc,LEONI,A3Z       ,A3ZP0075,75,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.083999999999998,10.81386,86.39859999999999,4,Apr,619.425,3920.6341853331382,4119.17625,464.56875,7860.50325,53517.45280499999,1053.27
COFICAB Maroc,LEONI,A3Z       ,A3ZP0100,100,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.083999999999998,10.81386,106.84879999999998,4,Apr,520.715,4380.639483433882,4269.862999999999,520.715,8310.6114,55637.77289199999,1500.24
COFICAB Maroc,LEONI,A3Z       ,A3ZP0150,150,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.083999999999998,10.81386,167.59559999999996,4,Apr,95.002,1164.9267078496314,1273.0268,142.50300000000001,1811.68814,15921.917191199997,438.61
COFICAB Maroc,LEONI,A3Z       ,A3ZP0200,200,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.083999999999998,10.81386,205.90399999999997,4,Apr,45.515,748.8120683739542,728.24,91.03,1299.9084,9371.720559999998,428.4
COFICAB Maroc,LEONI,A3Z       ,A3ZP0250,250,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.083999999999998,10.81386,275.698,4,Apr,47.302,965.2676144291204,1040.644,118.255,1506.5687,13041.066796,541.45
COFICAB Maroc,LEONI,A3Z       ,A3ZP0300,300,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.083999999999998,10.81386,330.14399999999995,4,Apr,63.031,1611.8795605925068,1638.806,189.093,2644.78076,20809.306463999994,1300.76
COFICAB Maroc,LEONI,A3Z       ,A3ZP0400,400,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.083999999999998,10.81386,427.90239999999994,4,Apr,52.749,1737.5426244233672,1772.3664,210.996,2926.5145199999997,22571.4236976,1886.32
COFICAB Maroc,LEONI,A3Z       ,A3ZP0500,500,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.083999999999998,10.81386,534.0319999999999,4,Apr,1.506,59.18706177226772,64.758,7.53,86.47452,804.2521919999999,57.42
COFICAB Maroc,LEONI,A3Z       ,A3ZP0600,600,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.083999999999998,10.81386,666.3159999999998,4,Apr,132.954,6570.69072692888,7179.516,797.724,9011.62212,88589.37746399998,7726.92
COFICAB Maroc,LEONI,A3ZP-A    ,A3ZPA0035,35,M-1,PRODUCED,PP,LME Cash M-1 + 315$,11.083999999999998,10.81386,46.364599999999996,4,Apr,5151.448,14835.228307982945,16227.061199999998,1803.0067999999999,58984.0796,238844.8259408,5839.5
COFICAB Maroc,LEONI,A4ZZ      ,A4ZZ4000,4000,M-1,PURCHASED,PE,LME Cash M-1 + 315$,11.083999999999998,10.81386,4640.319999999999,4,Apr,34.823,11607.8514730535,12188.05,1392.92,26497.51716,161589.86335999996,28154.039999999997
COFICAB Maroc,LEONI,A4ZZ      ,A4ZZ5000,5000,M-1,PURCHASED,PE,LME Cash M-1 + 315$,11.083999999999998,10.81386,6151.619999999999,4,Apr,1.9969999999999999,865.2210911875133,898.6499999999999,99.85,2324.1485399999997,12284.785139999996,3491.46
COFICAB Maroc,LEONI,B2MSN     ,B2MSN013,13,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,24.764999999999997,4,Apr,424.89300000000003,501.26316439278685,531.11625,55.23609,4635.58263,10522.475144999999,338.21
COFICAB Maroc,LEONI,C4ZH      ,C4ZH0200,200,M-1,PRODUCED,PE,LME Cash M-1 + 315$,11.083999999999998,10.81386,262.12199999999996,4,Apr,23.669,389.4020179356942,426.042,47.338,1481.91609,6204.165617999999,375.65999999999997
COFICAB Maroc,LEONI,C4ZH      ,C4ZH0600,600,M-1,PRODUCED,PE,LME Cash M-1 + 315$,11.083999999999998,10.81386,785.1259999999999,4,Apr,1.405,69.43619952265503,75.87,8.43,262.15895,1103.1020299999998,186.59
COFICAB Maroc,LEONI,C4ZH      ,C4ZH0700,700,M-1,PRODUCED,PE,LME Cash M-1 + 315$,11.083999999999998,10.81386,924.262,4,Apr,8.889,507.12147959932787,560.0070000000001,62.223,2008.64733,8215.764917999999,2033.73
COFICAB Maroc,LEONI,COFFLEX   ,CF4CR035,3500,M-1,PURCHASED,PE,LME Cash M-1 + 315$,11.083999999999998,10.81386,5103.393999999999,4,Apr,0.849,255.2017035453284,285.264,29.715,1170.91533,4332.781505999999,1379.17
COFICAB Maroc,LEONI,COFFLEX-R ,CF3CR035,3500,M-1,PRODUCED,PE,LME Cash M-1 + 315$,11.083999999999998,10.81386,4433.513519999999,4,Apr,0.55,165.3250140753011,165.154,19.250000000000004,607.8655000000001,2438.4324359999996,1105.21
COFICAB Maroc,LEONI,FHL2G-C   ,VHLGF5000,5000,M-1,PURCHASED,PE,LME Cash M-1 + 315$,11.083999999999998,10.81386,6897.909999999999,4,Apr,36.361,15747.835611309096,17453.28,1818.05,57362.74999,250814.90550999995,82034.68
COFICAB Maroc,LEONI,FLCUSN03RY,MRYSN013,13,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,25.294999999999995,4,Apr,1924.709,2270.6557271484266,2405.88625,250.21217,22018.67096,48685.51415499999,1635.9199999999998
COFICAB Maroc,LEONI,FLR2X-A T4,2X4A0050,50,M-1,PRODUCED,PE,LME Cash M-1 + 315$,11.083999999999998,10.81386,75.67319999999998,4,Apr,45.383,191.87910687014195,217.8384,22.6915,1019.7560100000001,3434.2768355999992,89.88
COFICAB Maroc,LEONI,FLR2X-A T4,2X4A0075,75,M-1,PRODUCED,PE,LME Cash M-1 + 315$,11.083999999999998,10.81386,119.55479999999999,4,Apr,16.9,106.96810385781981,121.68,12.675,671.775,2020.4761199999998,79.5
COFICAB Maroc,LEONI,FLR2X-A T4,2X4A0150,150,M-1,PRODUCED,PE,LME Cash M-1 + 315$,11.083999999999998,10.81386,215.58959999999996,4,Apr,9.822,120.43862365528177,141.4368,14.733,549.83556,2117.5210511999994,111.96
COFICAB Maroc,LEONI,FLR2X-A T4,2X4A0200,200,M-1,PRODUCED,PE,LME Cash M-1 + 315$,11.083999999999998,10.81386,275.39279999999997,4,Apr,8.818,145.0762496060632,169.3056,17.636,551.83044,2428.4137103999997,187.74
COFICAB Maroc,LEONI,FLR2X-B T4,2X4B0075,75,M-1,PRODUCED,PE,LME Cash M-1 + 315$,11.083999999999998,10.81386,119.55479999999999,4,Apr,23.443,147.89571495409268,168.7896,17.58225,931.85925,2802.7231764,119.25
COFICAB Maroc,LEONI,FLR2X-B T4,2X4B0150,150,M-1,PRODUCED,PE,LME Cash M-1 + 315$,11.083999999999998,10.81386,215.58959999999996,4,Apr,11.832,144.5541540107039,170.3808,17.747999999999998,662.35536,2550.856147199999,167.94
COFICAB Maroc,LEONI,FLR2X-B T4,2X4B0250,250,M-1,PRODUCED,PE,LME Cash M-1 + 315$,11.083999999999998,10.81386,332.42599999999993,4,Apr,5.823,118.51329119166454,139.752,14.557500000000001,386.70543,1935.7165979999997,132.82
COFICAB Maroc,LEONI,FLR2X11Y  ,B2X11Y40,200,M-1,PURCHASED,PE,LME Cash M-1 + 315$,11.083999999999998,10.81386,504.9828,4,Apr,5.948,102.4025740557851,114.20159999999998,11.895999999999999,1737.82716,3003.6376944,876.51
COFICAB Maroc,LEONI,FLRY VW   ,LRY1000,1000,M-1,PURCHASED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,1121.5119999999997,4,Apr,1.6,136.02795376139431,140.8,16.0,233.79200000000003,1794.4191999999996,146.12
COFICAB Maroc,LEONI,FLRY-A    ,YA0035,35,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,43.058719999999994,4,Apr,33382.579,100598.3529993466,102818.34332,11683.90265,297772.60468,1437411.12203888,22246.48
COFICAB Maroc,LEONI,FLRY-A    ,YA0050,50,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,58.709599999999995,4,Apr,3526.446,14909.796816115826,15516.362400000002,1763.223,35052.87324,207036.23408159998,3707.62
COFICAB Maroc,LEONI,FLRY-A    ,YA0075,75,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,86.04439999999998,4,Apr,1688.912,10689.923918504033,11146.8192,1266.684,21770.07568,145321.41969279997,2848.69
COFICAB Maroc,LEONI,FLRY-A    ,YA0100,100,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,113.9892,4,Apr,2552.1,21470.1516677484,22458.480000000003,2552.1,41982.045,290911.83732,7353.15
COFICAB Maroc,LEONI,FLRY-A    ,YA0125,125,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,155.83447999999999,4,Apr,661.261,6901.9185099062315,7749.9789200000005,826.57625,17146.49773,103047.26407928,3370.9
COFICAB Maroc,LEONI,FLRY-A    ,YA0150,150,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,167.15879999999996,4,Apr,2676.105,32814.742716047425,35324.585999999996,4014.1575000000003,55796.78925,447334.5004739999,13052.1
COFICAB Maroc,LEONI,FLRY-B    ,YB0035,35,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,43.058719999999994,4,Apr,14.0,42.18856036045124,43.120000000000005,4.9,124.88,602.8220799999999,8.92
COFICAB Maroc,LEONI,FLRY-B    ,YB0050,50,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,58.709599999999995,4,Apr,134.776,568.7273101129728,593.0144,67.388,1339.67344,7912.6450496,139.16
COFICAB Maroc,LEONI,FLRY-B    ,YB0075,75,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,86.04439999999998,4,Apr,144.485,911.5178251564254,953.6009999999999,108.36375000000001,1862.41165,12432.125133999998,257.8
COFICAB Maroc,LEONI,FLRY-B    ,YB0100,100,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,113.9892,4,Apr,86.611,725.8592916831726,762.1768000000001,86.61099999999999,1424.7509499999999,9872.7186012,246.75
COFICAB Maroc,LEONI,FLRY-B    ,YB0150,150,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,167.15879999999996,4,Apr,50.971000000000004,622.7239506490525,672.8172,76.45649999999999,1062.7453500000001,8520.251194799997,250.20000000000002
COFICAB Maroc,LEONI,FLRY-B    ,YB0200,200,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,226.45199999999997,4,Apr,3631.991,59635.38469277363,65375.838,7263.982,97845.83754000001,822471.6259319999,31762.260000000002
COFICAB Maroc,LEONI,FLRY-B    ,YB0250,250,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,275.12799999999993,4,Apr,823.805,16766.587987317394,18123.71,2059.5125,25768.6204,226651.82203999994,8946.08
COFICAB Maroc,LEONI,FLRY-B    ,YB0300,300,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,376.9891999999999,4,Apr,411.315,10519.016886674659,11845.872,1233.945,23761.667550000002,155061.31279799997,11322.92
COFICAB Maroc,LEONI,FLRY-B    ,YB0400,400,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,443.30679999999995,4,Apr,422.706,13923.860027668843,14879.251200000002,1690.824,22466.8239,187388.44420079998,14669.4
COFICAB Maroc,LEONI,FLRY-B    ,YB0500,500,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,624.1419999999999,4,Apr,146.606,5761.738630932989,7037.088,733.03,13503.87866,91502.96205199999,9579.44
COFICAB Maroc,LEONI,FLRY-B    ,YB0600,600,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,673.5055999999998,4,Apr,18.969,937.4628247297105,1012.9446,113.81400000000001,1548.24978,12775.727726399997,1387.54
COFICAB Maroc,LEONI,FLRYW-A   ,DRYWA0050,50,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,65.4396,4,Apr,176.88,747.8477937375384,778.272,88.44,2948.5896000000002,11574.956448,316.73
COFICAB Maroc,LEONI,FLRYW-A   ,DRYWA0150,150,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,172.21879999999996,4,Apr,54.166,664.1904387000603,714.9911999999999,81.249,1403.4410599999999,9328.403520799997,336.83
COFICAB Maroc,LEONI,FLRYW-A   ,M3A0075,75,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,91.56439999999998,4,Apr,47.98,303.6881433785914,316.668,35.985,883.3118,4393.259911999999,110.46000000000001
COFICAB Maroc,LEONI,FLRYWD    ,DRYWB0250,250,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,288.62799999999993,4,Apr,7.54,153.45873528853693,165.88,18.85,337.6412,2176.2551199999994,134.34
COFICAB Maroc,LEONI,FLRYWD    ,DRYWB1600,1600,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,1819.8739999999996,4,Apr,2.1799999999999997,289.8938760534299,307.38,34.879999999999995,560.3254,3967.325319999999,771.0899999999999
COFICAB Maroc,LEONI,FLY       ,LLY1000,1000,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,1149.7699999999998,4,Apr,6.4350000000000005,547.0874265341077,579.1500000000001,64.35,979.47135,7398.769949999998,761.0500000000001
COFICAB Maroc,LEONI,FLY       ,LLYF2500,2500,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,2967.8179999999998,4,Apr,0.88,186.15492187199916,195.36,22.0,446.30960000000005,2611.67984,1014.34
COFICAB Maroc,LEONI,FLY-B     ,LLYB0600,600,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,682.0555999999998,4,Apr,2.082,102.89406932823331,111.1788,12.492,187.73394000000002,1420.0397591999995,180.34
COFICAB Maroc,LEONI,G4ZH      ,G4ZH2500,2500,M-1,PRODUCED,PE,LME Cash M-1 + 315$,11.083999999999998,10.81386,2868.0999999999995,4,Apr,1.605,319.338884042018,353.1,40.125,689.5401,4603.300499999999,859.24
COFICAB Maroc,LEONI,H4ZH      ,H4ZH2000,2000,M-1,PRODUCED,PE,LME Cash M-1 + 315$,11.083999999999998,10.81386,2468.6399999999994,4,Apr,24.421,3824.411026581078,4395.78,488.42,11563.83192,60286.65743999999,13732.08
COFICAB Maroc,LEONI,H4ZH      ,H4ZH2500,2500,M-1,PRODUCED,PE,LME Cash M-1 + 315$,11.083999999999998,10.81386,3112.2699999999995,4,Apr,4.479,892.282998535727,1052.565,111.975,2273.22687,13939.857329999999,3045.18
COFICAB Maroc,LEONI,IRT2      ,IRT20300,300,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,335.34399999999994,4,Apr,28.299,723.6848484905419,735.774,84.897,1334.5808399999999,9489.899855999998,660.24
COFICAB Maroc,LEONI,R3        ,R30600,600,M-1,PRODUCED,PVC,LME Cash M-1 + 315$,11.083999999999998,10.81386,684.7259999999999,4,Apr,1.02,50.40919822997021,55.08,6.12,87.9138,698.4205199999999,86.19
